Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
WT70R3D4_2 - Adapter 1	0.44347193099618315	0.5872599739314863	0.8945963031064503	1.5758914649607274	5.0283753095170365	16.911856597931415	68.31157203611131	286.82136994478435	908.5373134328358	4241.909307875895	16587.714285714286	69929.23076923077	263208.5714285714	286661.4285714286	268970.0	281005.7142857143	315930.0	226530.0	309785.7142857143	237837.14285714287	239614.28571428574	266797.1428571429	271584.28571428574	298835.7142857143	337237.1428571429	244025.7142857143	263021.4285714286	279802.85714285716	263242.85714285716	265265.7142857143	252152.85714285716	258650.00000000003	266260.0	266158.5714285714	266001.4285714286	279414.28571428574	252125.7142857143	265064.28571428574	228252.85714285716	239691.42857142858	218277.14285714287	220390.0	212260.0	219042.85714285716	220627.14285714287	223392.85714285716	202775.7142857143	193785.7142857143	190207.14285714287	170780.0	164995.7142857143	158490.0	151527.14285714287	159344.2857142857	136767.14285714287	143458.57142857145	161088.57142857145	103890.0	111392.85714285714	116505.71428571429	95518.57142857143	90272.85714285714	131077.14285714287	69051.42857142858	67732.85714285714	65752.85714285714	76487.14285714286	70645.71428571429	57482.857142857145	61741.42857142857	62368.571428571435	54292.857142857145	67042.85714285714	43548.571428571435	26010.0	8512.857142857143	20048.57142857143	23835.714285714286	22810.0	21208.57142857143	18740.0	17137.14285714286	15097.142857142859	13987.142857142859	12815.714285714286	11101.428571428572	10095.714285714286	9220.0	8438.57142857143	7507.142857142858	6358.571428571429	5842.857142857143	5055.714285714286	4588.571428571428	3814.2857142857147	3355.714285714286	3087.1428571428573	2871.4285714285716	2644.2857142857147	2310.0	1984.2857142857144	1870.0000000000002	1845.7142857142858	5822.857142857143	1178.5714285714287	987.1428571428572	931.4285714285714	822.8571428571429	834.2857142857143	684.2857142857143	651.4285714285714	504.28571428571433	460.00000000000006	468.5714285714286	400.0	454.28571428571433	370.0	541.4285714285714	467.14285714285717	385.7142857142857	348.5714285714286	287.14285714285717	342.8571428571429	274.2857142857143	180.0	184.2857142857143	164.2857142857143	181.42857142857144	115.71428571428572	251.42857142857144	108.57142857142858	144.2857142857143	98.57142857142858	131.42857142857144	212.85714285714286	125.71428571428572	132.85714285714286	750.0	265.7142857142857	271.42857142857144	1145.7142857142858	224.2857142857143	272.8571428571429	137.14285714285714	135.71428571428572	1470.0	270.0	155.71428571428572	550.0	77765.71428571429
WT70R4D3_1 - Adapter 1	0.33198355933722584	0.4368975353619103	0.6647620489384037	1.1646975794503795	3.668370513395166	12.159776574837085	47.632577063650785	192.30896551724138	714.7019867549669	2935.242290748899	11849.649122807017	49430.71428571429	173785.0	181537.5	182455.0	181920.0	184907.5	170530.0	162295.0	164707.5	163730.0	164517.5	168777.5	172367.5	172320.0	169307.5	167000.0	155885.0	157872.5	146870.0	139305.0	143947.5	143335.0	148710.0	137717.5	139012.5	131440.0	128352.5	122150.0	115130.0	108970.0	113612.5	99457.5	108330.0	163020.0	49080.0	94480.0	319927.5	94620.0	26395.0	143397.5	59972.5	20172.5	93295.0	106782.5	40885.0	39887.5	16600.0	55470.0	8532.5	11505.0	42417.5	19460.0	7470.0	22485.0	41877.5	5120.0	16360.0	16832.5	21292.5	2612.5	2595.0	6857.5	10237.5	13007.5	13607.5	13612.5	12142.5	11110.0	10157.5	9027.5	8510.0	7770.0	6930.0	6372.5	6322.5	5440.0	5202.5	4845.0	4587.5	4042.5	3572.5	3117.5	2827.5	2510.0	2227.5	1882.5	1922.5	1835.0	1600.0	1557.5	1295.0	1220.0	2182.5	967.5	932.5	720.0	777.5	825.0	655.0	612.5	537.5	417.5	447.5	445.0	560.0	465.0	450.0	437.5	380.0	400.0	257.5	497.5	265.0	182.5	232.5	152.5	215.0	180.0	247.5	170.0	220.0	207.5	205.0	262.5	197.5	200.0	1400.0	602.5	635.0	2205.0	850.0	1232.5	1170.0	1642.5	6175.0	8102.5	13030.0	139145.0	28843502.5
WT70R4D3_2 - Adapter 1	0.3285472536727274	0.4375507549973154	0.6664105866289047	1.1629843927615169	3.6666465538047786	12.154087508188807	49.2986690573064	203.09241379310345	651.9757174392936	3012.555066079295	11588.59649122807	49563.571428571435	173982.5	185882.5	177600.0	182537.5	178285.0	168665.0	182550.0	162200.0	154967.5	163175.0	165710.0	180980.0	195930.0	147022.5	158047.5	161052.5	150840.0	146837.5	142577.5	143467.5	144650.0	140377.5	145595.0	141152.5	141337.5	120695.0	119297.5	110997.5	106815.0	106382.5	95697.5	103315.0	100597.5	99607.5	92247.5	85332.5	82445.0	74475.0	72090.0	67957.5	64502.5	65027.5	59392.5	59652.5	64147.5	46007.5	47320.0	48000.0	40135.0	36782.5	53740.0	30660.0	28095.0	27312.5	31975.0	30530.0	25882.5	31635.0	46067.5	33372.5	33102.5	19252.5	11892.5	3662.5	8760.0	10727.5	10375.0	9557.5	8625.0	8265.0	7727.5	6820.0	6157.5	5827.5	5185.0	4940.0	4602.5	4172.5	3727.5	3485.0	3047.5	2815.0	2445.0	2165.0	1900.0	1907.5	1842.5	1650.0	1505.0	1302.5	1205.0	2255.0	942.5	912.5	730.0	767.5	817.5	667.5	602.5	532.5	417.5	435.0	432.5	550.0	460.0	455.0	422.5	360.0	375.0	225.0	510.0	232.5	142.5	222.5	107.5	165.0	130.0	222.5	105.0	170.0	112.5	135.0	167.5	105.0	110.0	870.0	357.5	380.0	1430.0	342.5	447.5	207.5	157.5	4000.0	402.5	217.5	520.0	94242.5
WT70R4D4_1 - Adapter 1	0.42169735648960605	0.5652169498508434	0.8797367794846747	1.6041379099803963	5.067424354758519	17.247226292652293	68.24576093782709	275.04325983812447	995.4687500000001	4138.794642857143	17022.678571428572	68246.42857142858	326923.3333333334	343443.3333333334	347310.0	349670.0	355226.6666666667	331613.3333333334	311173.3333333334	317983.3333333334	310283.3333333334	316973.3333333334	326626.6666666667	329276.6666666667	336663.3333333334	329760.0	330746.6666666667	302986.6666666667	311596.6666666667	289653.3333333334	278306.6666666667	284176.6666666667	286423.3333333334	296706.6666666667	277370.0	283450.0	266826.6666666667	263190.0	250990.0	232946.6666666667	223930.0	233596.6666666667	209370.0	213280.0	306603.3333333334	132220.0	203546.6666666667	673383.3333333334	229033.33333333334	61746.66666666667	333486.6666666667	135083.33333333334	43030.0	208946.6666666667	243326.6666666667	92936.66666666667	88410.0	39226.66666666667	129886.66666666667	19850.0	26000.0	102300.0	44763.333333333336	17420.0	55000.0	102043.33333333334	12263.333333333334	39263.333333333336	40120.0	47513.333333333336	4426.666666666667	4846.666666666667	14940.0	25850.0	34046.66666666667	35440.0	36020.0	32176.666666666668	31856.666666666668	28903.333333333336	25003.333333333336	23346.666666666668	21603.333333333336	19750.0	17600.0	17073.333333333336	14693.333333333334	15083.333333333334	12940.0	12023.333333333334	10393.333333333334	9450.0	8293.333333333334	7570.0	6760.0	6036.666666666667	5436.666666666667	5080.0	4936.666666666667	4573.333333333334	4213.333333333334	4826.666666666667	20976.666666666668	249543.33333333334	6346.666666666667	2836.666666666667	2396.666666666667	2203.3333333333335	1986.6666666666667	1843.3333333333335	1576.6666666666667	1393.3333333333335	1270.0	1380.0	1113.3333333333335	1480.0	1003.3333333333334	1436.6666666666667	1140.0	963.3333333333334	870.0	646.6666666666667	953.3333333333334	693.3333333333334	320.0	356.6666666666667	333.33333333333337	343.33333333333337	333.33333333333337	590.0	333.33333333333337	366.6666666666667	286.6666666666667	260.0	496.6666666666667	313.33333333333337	453.33333333333337	1773.3333333333335	1110.0	1100.0	2950.0	1130.0	1400.0	1056.6666666666667	1653.3333333333335	10526.666666666668	6876.666666666667	10916.666666666668	127920.0	24272926.666666668
WT70R4D4_2 - Adapter 1	0.4230941346357164	0.5686984181023266	0.8798458096045179	1.5981521580325737	5.097385888858844	17.24600516363129	70.64754727513781	293.25425620988	891.4955357142858	4233.75	16710.0	69021.42857142858	324783.3333333334	358343.3333333334	333163.3333333334	348870.0	390926.6666666667	278806.6666666667	382660.0	291403.3333333334	278630.0	315233.3333333334	320163.3333333334	371946.6666666667	389923.3333333334	280526.6666666667	286693.3333333334	319246.6666666667	291166.6666666667	311920.0	260860.0	324513.3333333334	277656.6666666667	282213.3333333334	267803.3333333334	274030.0	280460.0	255696.6666666667	232213.33333333334	246413.33333333334	207086.6666666667	214536.6666666667	203790.0	211083.33333333334	210890.0	210973.33333333334	194333.33333333334	182856.6666666667	178670.0	163643.33333333334	156270.0	149133.33333333334	141426.6666666667	145200.0	132176.6666666667	136560.0	144666.6666666667	108716.66666666667	108996.66666666667	111550.0	94416.66666666667	88853.33333333334	123610.0	72813.33333333334	70173.33333333334	67213.33333333334	77966.66666666667	76353.33333333334	63346.66666666667	71913.33333333334	83300.0	66803.33333333334	78903.33333333334	49880.0	32816.66666666667	11293.333333333334	24290.0	28256.666666666668	29806.666666666668	27246.666666666668	24090.0	22566.666666666668	22326.666666666668	19656.666666666668	18766.666666666668	16610.0	14243.333333333334	14623.333333333334	12476.666666666668	11610.0	9876.666666666668	9066.666666666668	7976.666666666667	7420.0	6563.333333333334	5903.333333333334	5440.0	5190.0	5543.333333333334	6006.666666666667	5356.666666666667	5596.666666666667	21150.0	238750.0	6046.666666666667	2906.666666666667	2413.3333333333335	2126.666666666667	1906.6666666666667	1726.6666666666667	1590.0	1403.3333333333335	1233.3333333333335	1336.6666666666667	1076.6666666666667	1416.6666666666667	956.6666666666667	1456.6666666666667	1106.6666666666667	903.3333333333334	833.3333333333334	580.0	943.3333333333334	666.6666666666667	246.66666666666669	373.33333333333337	310.0	273.33333333333337	266.6666666666667	526.6666666666667	223.33333333333334	323.33333333333337	240.0	210.0	413.33333333333337	210.0	296.6666666666667	1473.3333333333335	890.0	953.3333333333334	2336.666666666667	656.6666666666667	816.6666666666667	283.33333333333337	416.6666666666667	8886.666666666668	1003.3333333333334	473.33333333333337	1670.0	283336.6666666667
WTG0R1D3_1 - Adapter 1	0.651705187102731	0.8443074494857487	1.2563481318875238	2.1502336987905015	6.66463941110852	21.983714833114853	86.15054956135928	361.2041145623235	1337.3064516129032	5565.1612903225805	22613.766233766233	92730.0	346694.0	354458.0	357530.0	361250.0	369748.0	348500.0	332838.0	345864.0	343768.0	347548.0	344924.0	346148.0	347566.0	340182.0	344574.0	325964.0	327254.0	316496.0	305466.0	314628.0	302054.0	304850.0	302280.0	286348.0	288858.0	274120.0	270560.0	269328.0	241682.0	244516.0	246862.0	219334.0	342904.0	99654.0	197048.0	207252.0	187506.0	168398.0	180418.0	163314.0	145286.0	146702.0	154310.0	131136.0	142098.0	132946.0	109752.0	106854.0	84952.0	103448.0	104872.0	81748.0	67930.0	121348.0	90398.0	114380.0	61772.0	50092.0	6042.0	7736.0	24250.0	33244.0	35404.0	34780.0	32260.0	30338.0	28132.0	25696.0	23162.0	21002.0	19266.0	17270.0	15422.0	14000.0	13066.0	11732.0	10732.0	9740.0	9032.0	7812.0	6978.0	6174.0	5628.0	4740.0	4578.0	4002.0	3600.0	3204.0	2808.0	2302.0	2222.0	2278.0	1762.0	1652.0	1538.0	1268.0	1236.0	1126.0	908.0	748.0	680.0	716.0	588.0	600.0	592.0	474.0	472.0	388.0	454.0	354.0	338.0	404.0	164.0	230.0	222.0	230.0	188.0	180.0	162.0	76.0	128.0	118.0	90.0	112.0	100.0	158.0	98.0	134.0	322.0	126.0	130.0	130.0	172.0	408.0	520.0	662.0	6966.0	1193440.0
WTG0R1D3_2 - Adapter 1	0.648503671507784	0.8478928909194683	1.2607558319307341	2.140275995396138	6.672454323726453	22.006403146112735	89.55934254310779	382.56756756756755	1205.0	5716.032258064516	22109.090909090908	93082.1052631579	347794.0	366294.0	345424.0	361570.0	405016.0	295180.0	412256.0	315134.0	309372.0	343700.0	341426.0	384316.0	401946.0	290912.0	299142.0	337410.0	312826.0	320070.0	307080.0	328174.0	322722.0	285384.0	285018.0	296144.0	300240.0	264576.0	266186.0	253550.0	242692.0	243476.0	224214.0	229482.0	226382.0	223434.0	204204.0	193830.0	189818.0	173902.0	170216.0	162302.0	152128.0	154378.0	138530.0	138198.0	147810.0	108284.0	111984.0	114824.0	97736.0	90772.0	127236.0	73462.0	69956.0	66500.0	76324.0	71748.0	59278.0	63514.0	58600.0	52946.0	72358.0	48494.0	30174.0	8978.0	20456.0	26300.0	25910.0	24188.0	22232.0	20138.0	18964.0	16882.0	15406.0	13570.0	12700.0	11472.0	10392.0	9452.0	8772.0	7614.0	6920.0	6000.0	5464.0	4638.0	4558.0	3978.0	3668.0	3276.0	2808.0	2292.0	2186.0	2186.0	1764.0	1654.0	1538.0	1258.0	1238.0	1106.0	938.0	714.0	682.0	712.0	584.0	608.0	590.0	478.0	502.0	376.0	484.0	360.0	328.0	400.0	166.0	228.0	206.0	214.0	194.0	152.0	144.0	74.0	132.0	98.0	100.0	112.0	90.0	126.0	90.0	138.0	278.0	122.0	72.0	94.0	106.0	302.0	160.0	104.0	106.0	17450.0
WTG0R1D4_1 - Adapter 1	0.6130381913173772	0.7910943431898922	1.1898373516861178	2.1106379595190345	6.675972619295834	22.036809295619353	86.14214633043085	357.7199728568197	1324.7149321266968	5539.81884057971	22436.95652173913	92587.05882352941	393120.0	401080.0	407582.5	412430.0	419787.5	393970.0	374870.0	387222.5	384035.0	388997.5	392097.5	398712.5	401557.5	393902.5	397062.5	375602.5	372480.0	360455.0	348020.0	359195.0	347047.5	352320.0	354975.0	337717.5	341960.0	322682.5	316277.5	313462.5	278305.0	285007.5	286357.5	257005.0	409642.5	115860.0	234295.0	244435.0	219742.5	194600.0	209035.0	190257.5	171127.5	173257.5	179220.0	152625.0	167560.0	155237.5	126592.5	121897.5	95467.5	113557.5	116282.5	91042.5	74287.5	130330.0	99232.5	123690.0	67625.0	54587.5	6215.0	8482.5	25355.0	34810.0	36450.0	36777.5	33827.5	31147.5	28370.0	26220.0	23480.0	21477.5	19027.5	17047.5	15467.5	14535.0	13317.5	12147.5	11055.0	10115.0	9202.5	8135.0	7362.5	6592.5	5805.0	5165.0	4615.0	4352.5	3937.5	3197.5	2965.0	2745.0	2537.5	2577.5	1992.5	1762.5	1590.0	1580.0	1322.5	1255.0	1085.0	947.5	822.5	810.0	675.0	710.0	650.0	615.0	610.0	510.0	542.5	322.5	365.0	327.5	247.5	240.0	175.0	300.0	162.5	162.5	165.0	142.5	160.0	152.5	120.0	137.5	120.0	300.0	275.0	330.0	697.5	287.5	217.5	260.0	312.5	1590.0	1347.5	2030.0	23097.5	4097622.5
WTG0R1D4_2 - Adapter 1	0.6115256494087711	0.7932135859918382	1.1928036293279383	2.096069406037689	6.693041385573889	22.1066395261722	88.95567115232387	378.2877177109251	1210.5339366515836	5655.072463768116	22018.985507246376	93301.76470588235	391005.0	417297.5	391575.0	412152.5	461345.0	331892.5	455157.5	354867.5	350850.0	384695.0	388502.5	429337.5	461385.0	336920.0	361872.5	385017.5	358622.5	364842.5	348565.0	351907.5	356512.5	347097.5	346020.0	361510.0	325997.5	341755.0	295215.0	309457.5	275802.5	282607.5	262075.0	268815.0	267792.5	268307.5	240935.0	227622.5	223720.0	201120.0	196742.5	187792.5	178742.5	184197.5	159302.5	160662.5	179250.0	123147.5	128120.0	132942.5	107612.5	100535.0	146867.5	78267.5	75920.0	73107.5	85307.5	77995.0	63607.5	67935.0	61490.0	55755.0	74212.5	50510.0	31052.5	9465.0	22067.5	27265.0	26142.5	24740.0	22325.0	20692.5	18815.0	16642.5	15442.5	14200.0	12942.5	11957.5	10587.5	9845.0	8955.0	7932.5	7297.5	6430.0	5715.0	5097.5	4537.5	4380.0	3965.0	3320.0	2955.0	2730.0	2537.5	2527.5	1985.0	1770.0	1622.5	1562.5	1302.5	1270.0	1130.0	970.0	860.0	810.0	680.0	692.5	670.0	630.0	645.0	505.0	525.0	317.5	390.0	345.0	257.5	237.5	185.0	267.5	177.5	160.0	150.0	127.5	175.0	110.0	102.5	120.0	82.5	275.0	225.0	257.5	620.0	217.5	155.0	125.0	115.0	1252.5	260.0	147.5	407.5	76327.5
WTG0R3D3_1 - Adapter 1	0.6425511029345367	0.8059439074605989	1.2277486832820605	2.1639305559068798	7.012341306981229	22.871645549697018	89.24944911633764	369.31462493254185	1366.4388489208634	5660.634005763688	23173.79310344828	93223.18181818181	419796.0	423244.0	439312.0	434750.0	446892.0	428542.0	384502.0	409946.0	407618.0	421922.0	426654.0	430170.0	432510.0	421900.0	424120.0	400326.0	399078.0	380164.0	369240.0	380710.0	376094.0	377382.0	391798.0	391372.0	343960.0	356298.0	341836.0	315834.0	326292.0	344006.0	252968.0	294394.0	468766.0	128098.0	276284.0	583208.0	275200.0	128766.0	388416.0	169688.0	103302.0	306154.0	331788.0	163900.0	182598.0	86570.0	215336.0	52650.0	49680.0	161618.0	104766.0	38164.0	87856.0	168914.0	27042.0	70410.0	62570.0	65380.0	4478.0	5798.0	21424.0	37970.0	44484.0	45508.0	43092.0	40896.0	37318.0	32744.0	29454.0	26010.0	23712.0	21744.0	19662.0	17852.0	16014.0	14714.0	13420.0	12164.0	10482.0	9092.0	7926.0	6942.0	6162.0	5406.0	4860.0	4414.0	3954.0	3418.0	3012.0	2440.0	2696.0	6012.0	1662.0	1500.0	1260.0	1140.0	1204.0	1040.0	810.0	682.0	604.0	600.0	598.0	476.0	548.0	468.0	508.0	396.0	452.0	290.0	298.0	386.0	192.0	220.0	150.0	194.0	176.0	222.0	172.0	142.0	124.0	122.0	94.0	92.0	88.0	212.0	144.0	146.0	382.0	174.0	164.0	174.0	216.0	420.0	690.0	1072.0	11482.0	1627434.0
WTG0R3D3_2 - Adapter 1	0.6369148804365374	0.8074730444590654	1.2263170385224862	2.162651736804976	7.040953127766676	22.83443321453867	92.44952106848946	389.5520777118187	1245.1510791366907	5806.080691642651	22683.103448275862	93651.36363636363	416038.0	436918.0	423404.0	439752.0	433546.0	410966.0	447612.0	399962.0	387308.0	415954.0	418454.0	450676.0	491956.0	370370.0	402330.0	408904.0	383278.0	379636.0	378362.0	377956.0	383014.0	366774.0	392508.0	384814.0	383470.0	336014.0	333034.0	315174.0	300376.0	302094.0	276036.0	293432.0	293392.0	292134.0	271956.0	252168.0	247448.0	228444.0	220974.0	214738.0	201928.0	212534.0	185284.0	187472.0	208928.0	143120.0	152130.0	157280.0	131526.0	121564.0	176836.0	99770.0	95836.0	91082.0	105076.0	100342.0	80928.0	85480.0	79544.0	72176.0	96110.0	64124.0	40160.0	12556.0	27532.0	35808.0	34294.0	30882.0	28322.0	25178.0	23218.0	21276.0	19618.0	17364.0	15404.0	14272.0	13020.0	11898.0	10090.0	8938.0	7768.0	6716.0	5976.0	5360.0	4788.0	4484.0	4000.0	3546.0	3064.0	2434.0	2602.0	5956.0	1674.0	1512.0	1242.0	1132.0	1220.0	1030.0	892.0	666.0	578.0	618.0	576.0	440.0	540.0	498.0	452.0	354.0	460.0	236.0	306.0	386.0	210.0	202.0	146.0	182.0	128.0	232.0	146.0	112.0	128.0	102.0	78.0	92.0	98.0	182.0	138.0	156.0	326.0	136.0	102.0	72.0	82.0	252.0	108.0	106.0	152.0	25492.0
WTG0R3D4_1 - Adapter 1	0.5804176615246407	0.7267661094999939	1.1717437189244198	2.2008734927460214	7.427609406458381	25.01909691685303	98.73159455249007	411.79698492462313	1535.5948553054661	6299.614147909968	25901.53846153846	107435.78947368421	414498.0	414256.0	433826.0	433726.0	447560.0	434752.0	391286.0	415412.0	410336.0	429488.0	428870.0	434358.0	438940.0	429076.0	432426.0	413192.0	415272.0	397400.0	383796.0	397692.0	391672.0	391602.0	405758.0	405524.0	361700.0	377840.0	363768.0	341080.0	354630.0	370096.0	280510.0	301092.0	450834.0	180054.0	297914.0	597236.0	326426.0	148466.0	443356.0	185046.0	111424.0	329620.0	369960.0	181116.0	199962.0	95802.0	243246.0	57886.0	55664.0	182136.0	117522.0	44158.0	99860.0	194402.0	30336.0	79660.0	72730.0	77194.0	5270.0	6614.0	25930.0	45384.0	53580.0	54506.0	52358.0	49190.0	45512.0	41666.0	36642.0	33602.0	30744.0	27442.0	25922.0	23880.0	21256.0	19766.0	17894.0	16234.0	14722.0	13024.0	11824.0	10270.0	9152.0	7978.0	7228.0	6728.0	5928.0	5502.0	4750.0	4114.0	6274.0	41206.0	3280.0	2478.0	2102.0	1946.0	1776.0	1600.0	1308.0	1172.0	958.0	896.0	786.0	664.0	658.0	638.0	606.0	538.0	466.0	340.0	346.0	370.0	164.0	152.0	154.0	198.0	148.0	136.0	162.0	110.0	126.0	112.0	134.0	62.0	94.0	276.0	180.0	208.0	462.0	212.0	250.0	186.0	314.0	1128.0	1194.0	1746.0	20218.0	3062942.0
WTG0R3D4_2 - Adapter 1	0.5776597774982158	0.7295448512325379	1.1698571975990728	2.21145057588959	7.4784296604340135	25.0	102.38805970149254	441.04321608040203	1369.5257234726687	6454.115755627009	25392.30769230769	108660.0	406708.0	437010.0	413186.0	436074.0	494654.0	354048.0	493822.0	377996.0	375364.0	424430.0	422020.0	467846.0	522196.0	372864.0	377736.0	431482.0	389212.0	428038.0	361358.0	454796.0	383504.0	383902.0	369998.0	382070.0	394628.0	366886.0	335288.0	367604.0	307202.0	323090.0	305842.0	312378.0	313716.0	314008.0	287924.0	272074.0	267578.0	247362.0	243032.0	232928.0	220108.0	227046.0	203394.0	204854.0	227032.0	160930.0	168334.0	174264.0	146948.0	136262.0	194186.0	114290.0	110052.0	104490.0	118670.0	113166.0	94014.0	100740.0	95032.0	84628.0	115320.0	78800.0	49692.0	15614.0	34002.0	43090.0	42224.0	39500.0	34772.0	32440.0	30292.0	26766.0	25816.0	23424.0	20482.0	18978.0	17274.0	15826.0	14242.0	12672.0	11608.0	9976.0	8836.0	7798.0	7024.0	6736.0	6080.0	5816.0	4914.0	4160.0	6112.0	39390.0	3212.0	2462.0	2042.0	1860.0	1752.0	1612.0	1284.0	1136.0	924.0	894.0	768.0	638.0	636.0	654.0	568.0	484.0	496.0	298.0	328.0	322.0	146.0	172.0	148.0	184.0	130.0	150.0	154.0	104.0	120.0	82.0	110.0	50.0	82.0	210.0	154.0	172.0	392.0	136.0	154.0	64.0	76.0	852.0	178.0	100.0	330.0	53018.0
WTG0R4D3_1 - Adapter 1	0.6244082840236687	0.8175152560821686	1.2523790224527842	2.282758122369123	7.402324064741803	24.42891444833106	96.41252149167012	396.5994783021105	1452.931688804554	5991.439393939394	24290.909090909092	101823.75	402837.5	415725.0	420785.0	424970.0	430395.0	397587.5	375645.0	387222.5	380437.5	388612.5	390755.0	386707.5	386417.5	375115.0	375707.5	351175.0	348332.5	329552.5	314177.5	321927.5	314537.5	320560.0	313530.0	305077.5	284440.0	273400.0	268592.5	259087.5	243935.0	298372.5	162820.0	226225.0	358857.5	102562.5	211062.5	1076605.0	201877.5	32717.5	298345.0	154007.5	22047.5	153967.5	173080.0	49090.0	43005.0	18702.5	80330.0	8650.0	16232.5	73755.0	20072.5	10277.5	37320.0	68622.5	7270.0	22197.5	25835.0	31675.0	3460.0	2340.0	9012.5	19772.5	26722.5	29315.0	28810.0	26980.0	25820.0	23165.0	20535.0	18712.5	17007.5	15390.0	14205.0	13087.5	12070.0	11025.0	9620.0	9112.5	8190.0	7395.0	6372.5	5710.0	5237.5	4485.0	4072.5	3827.5	3592.5	3197.5	3530.0	5205.0	46852.5	924972.5	14630.0	4050.0	2677.5	2072.5	1945.0	1547.5	1302.5	1085.0	930.0	832.5	780.0	645.0	602.5	685.0	615.0	537.5	520.0	345.0	380.0	325.0	197.5	202.5	182.5	160.0	180.0	172.5	152.5	140.0	95.0	67.5	135.0	95.0	100.0	160.0	120.0	177.5	345.0	147.5	207.5	192.5	230.0	805.0	932.5	1440.0	14780.0	2561302.5
WTG0R4D3_2 - Adapter 1	0.6206417397144478	0.8216827429683067	1.2568209451244226	2.2665837878698047	7.407363490840102	24.479308709314044	100.21580601173889	420.73749110742233	1303.472485768501	6152.19696969697	23711.818181818184	101983.75	404432.5	429277.5	405002.5	427137.5	431885.0	375937.5	457587.5	359515.0	342645.0	386032.5	383217.5	430012.5	445835.0	323687.5	325842.5	363155.0	331570.0	333800.0	316545.0	339547.5	331502.5	293515.0	294895.0	304837.5	304285.0	269092.5	263115.0	250957.5	233312.5	232130.0	215660.0	219032.5	216670.0	214712.5	195420.0	183332.5	176562.5	163447.5	157840.0	150592.5	142230.0	145370.0	128162.5	128860.0	139992.5	99375.0	103722.5	106340.0	88615.0	81932.5	118692.5	67405.0	63530.0	60017.5	71467.5	66135.0	55227.5	59907.5	57790.0	50252.5	66930.0	44205.0	29390.0	14990.0	20422.5	24402.5	24075.0	22547.5	20082.5	18765.0	19915.0	16860.0	17165.0	14462.5	12480.0	11122.5	9707.5	9090.0	8017.5	7400.0	6342.5	5622.5	5150.0	4387.5	4187.5	4562.5	5802.5	10072.5	9175.0	9987.5	50232.5	878227.5	13837.5	3897.5	2587.5	2005.0	1895.0	1515.0	1357.5	1012.5	907.5	805.0	760.0	637.5	612.5	620.0	650.0	535.0	397.5	342.5	332.5	332.5	177.5	200.0	197.5	172.5	200.0	147.5	132.5	135.0	112.5	85.0	122.5	95.0	100.0	152.5	115.0	152.5	297.5	160.0	85.0	100.0	75.0	595.0	205.0	112.5	112.5	24682.5
WTG0R4D4_1 - Adapter 1	0.5958891553695839	0.7774226861551079	1.2140235090568734	2.2635712461779205	7.34330293129751	24.64015399523348	96.40092190037191	396.26230882044837	1456.3118189438392	6063.422818791946	24242.266666666666	98455.78947368421	373110.0	382984.0	388306.0	391402.0	396210.0	366344.0	345276.0	354824.0	351184.0	353414.0	360816.0	358888.0	359940.0	351374.0	346438.0	325432.0	319200.0	303320.0	290208.0	295086.0	290456.0	295584.0	289760.0	279574.0	261486.0	247996.0	241198.0	234738.0	219412.0	269758.0	145886.0	202586.0	323856.0	89148.0	183924.0	885130.0	166782.0	27648.0	249980.0	126452.0	18606.0	130852.0	141994.0	40456.0	36788.0	15600.0	65366.0	7106.0	13318.0	57930.0	16132.0	7978.0	29194.0	51758.0	5484.0	16986.0	19420.0	24430.0	2488.0	1718.0	6464.0	13892.0	18936.0	20392.0	20224.0	18506.0	17144.0	15314.0	14010.0	12484.0	11078.0	10200.0	9244.0	8706.0	7882.0	7146.0	6312.0	5702.0	5144.0	4760.0	4382.0	3754.0	3254.0	3128.0	2638.0	2688.0	2342.0	2174.0	2674.0	5188.0	61184.0	1242082.0	18378.0	4140.0	2670.0	2038.0	1826.0	1344.0	1082.0	1036.0	796.0	690.0	652.0	564.0	492.0	568.0	480.0	390.0	422.0	274.0	264.0	326.0	178.0	172.0	172.0	172.0	142.0	138.0	140.0	94.0	104.0	118.0	116.0	88.0	96.0	252.0	146.0	140.0	440.0	198.0	234.0	212.0	302.0	840.0	1302.0	2006.0	21240.0	4055168.0
